2,1555526979.9206884
3,1555527047.840776
3,1555527048.979873
3,1555527049.997631
3,1555527051.4778771
3,1555527052.9993956
3,1555527078.883098
3,1555527079.9957702
3,1555527080.9570575
3,1555527081.9140127
3,1555527083.0885172
5,1555527084.0880847
3,1555527085.4082243
3,1555527086.4010353
3,1555527087.3973155
5,1555527088.4056227
3,1555527089.707677
3,1555527090.6866086
3,1555527091.7940164
3,1555527092.7909765
3,1555527093.7857735
5,1555527095.4969783
3,1555527096.67671
5,1555527097.6067905
3,1555527098.5781195
3,1555527099.53877
2,1555527100.5310342
5,1555527101.523638
3,1555527102.5178857
3,1555527103.4792197
5,1555527104.4692047
5,1555527105.465238
5,1555527106.434051
5,1555527107.4384494
3,1555527108.6755016
3,1555527110.4079034
3,1555527111.4213314
3,1555527112.4194872
3,1555527113.4186883
3,1555527114.4211185
3,1555527115.381398
3,1555527116.3439102
3,1555527117.3132017
3,1555527118.3256695
3,1555527119.2950616
3,1555527120.2780912
3,1555527121.2507565
3,1555527122.213161
3,1555527123.204419
3,1555527124.1882904
3,1555527125.1686327
3,1555527126.1215463
3,1555527127.0469084
5,1555527127.969992
5,1555527128.910215
3,1555527129.863808
3,1555527130.8317401
2,1555527131.7832284
3,1555527132.7354186
3,1555527133.7166324
3,1555527134.667472
2,1555527135.6679027
2,1555527137.0655077
3,1555527138.1076415
3,1555527139.1432657
2,1555527140.1827133
3,1555527141.985313
3,1555527143.2557557
5,1555527144.2060199
3,1555527150.663828
3,1555527151.9792302
5,1555527152.9093108
5,1555527154.2616346
3,1555527155.38185
5,1555527157.0224102
3,1555527157.9870083
5,1555527158.9422333
3,1555527159.946316
3,1555527160.9127197
3,1555527161.86559
3,1555527162.8195386
5,1555527163.7937124
5,1555527164.772141
3,1555527175.7527435
5,1555527178.8092997
5,1555527179.774178
5,1555527180.8073575
3,1555527182.7545605
5,1555527183.8636985
3,1555527184.8552792
